Made,Body,Year,Fuel_Type,Transmission,Condition,Price,Cylinder_Numbers,Engine_Size,Estimated_Mileage,Warranty,peakrpm,Owners
Ford,Hatchback,2010,Electric,Manual,Good,27506.21555,2,2.1827867,12141.82753,24,6493,2
Honda,SUV,2002,Petrol,Manual,Good,7124.149881,3,1.977112509,41661.58414,33,6265,3
Ford,Hatchback,2009,Petrol,Manual,Fair,19832.30778,5,2.3424681,17806.12533,7,5015,1
Ford,Hatchback,2011,Hybrid,Manual,Good,21068.37928,2,2.034945347,16129.96153,32,4349,3
Toyota,Truck,2015,Hybrid,Automatic,Good,33382.96582,5,2.914683776,9069.627982,9,6312,1
Toyota,Saloon,2020,Hybrid,Manual,Excellent,30414.44565,6,2.76160514,8886.383319,9,5797,1
Toyota,Truck,2014,Hybrid,Manual,Good,29192.74721,5,3.10176879,5830.603333,15,4515,1
Honda,SUV,2007,Petrol,Manual,Fair,6994.467501,2,1.829470013,42868.84706,22,4770,3
Toyota,Truck,2016,Hybrid,Manual,Excellent,31690.46809,6,2.815649126,11361.956,29,6303,1
Chevrolet,Hatchback,2019,Hybrid,Automatic,Good,18401.05801,5,2.326926503,20134.20268,21,5518,1
Nissan,SUV,2005,Petrol,Manual,Good,9131.403703,3,1.946032326,37475.1276,26,6306,3
Chevrolet,Hatchback,2008,Electric,Manual,Good,19683.18413,4,2.825561764,15279.85608,33,5232,4
Chevrolet,Hatchback,2018,Hybrid,Automatic,Good,17920.84809,3,2.18688372,20370.48405,13,5220,4
Toyota,Truck,2014,Hybrid,Automatic,Good,33746.09963,4,3.057220624,8867.718996,34,5107,1
Nissan,SUV,2017,Electric,Manual,Good,12001.55567,3,1.956586778,31945.48697,11,6579,2
Nissan,SUV,2010,Electric,Manual,Good,11036.42096,3,2.597384575,33942.69759,15,5600,3
Nissan,SUV,2004,Petrol,Manual,Fair,7784.721428,3,1.99674388,35286.28382,7,4957,2
Honda,SUV,2002,Petrol,Manual,Fair,5104.930148,2,1.668912421,40650.62299,28,5213,3
Toyota,Truck,2015,Petrol,Automatic,Good,35424.45888,6,3.332447666,8386.234106,31,5548,1
Nissan,SUV,2002,Petrol,Manual,Fair,9979.811603,3,2.255418163,36719.97334,20,4883,3
Honda,SUV,2004,Petrol,Manual,Fair,7123.009482,3,2.337430373,38294.45103,30,5552,2
Ford,Hatchback,2011,Hybrid,Automatic,Good,22768.74052,5,2.128610362,14357.50315,28,6427,3
Ford,Hatchback,2010,Hybrid,Automatic,Good,21414.70761,4,2.331906537,14848.01497,16,6053,4
Honda,SUV,2002,Petrol,Manual,Good,6303.79032,3,1.837281809,41498.61465,26,4605,2
Honda,SUV,2002,Petrol,Manual,Good,5416.086068,3,1.935219108,37831.86936,21,4860,2
Toyota,Truck,2014,Electric,Manual,Excellent,27329.29222,3,2.328151656,6273.577032,9,6137,2
Toyota,Saloon,2019,Hybrid,Manual,Good,24783.80393,6,2.470796121,15128.14829,16,5926,2
Ford,SUV,2015,Electric,Automatic,Good,21371.77521,4,2.183746404,17183.29055,19,4327,1
Nissan,SUV,2005,Petrol,Manual,Fair,9872.935265,2,2.492477152,32027.44638,13,5694,3
Ford,Hatchback,2010,Hybrid,Automatic,Excellent,27550.11389,4,2.053568935,10983.44807,11,4477,2
Nissan,SUV,2002,Petrol,Manual,Good,7421.350416,3,2.317203308,35977.79411,13,4844,2
Nissan,SUV,2007,Petrol,Manual,Fair,9952.193299,3,2.095391504,30746.83546,26,4946,4
Toyota,Truck,2014,Electric,Manual,Good,15505.13136,6,2.571858326,25392.11095,28,6520,3
Chevrolet,Saloon,2006,Hybrid,Automatic,Good,17235.96429,6,2.537501177,24858.87439,32,6297,3
Chevrolet,Saloon,2005,Hybrid,Manual,Good,20085.61621,2,2.746334143,14807.6929,24,5511,3
Honda,SUV,2008,Petrol,Manual,Fair,7222.312474,3,2.083225055,36941.3272,30,4490,3
Toyota,Saloon,2019,Hybrid,Automatic,Good,23376.29976,3,3.045118029,14929.45352,9,5707,1
Nissan,SUV,2008,Petrol,Manual,Good,8896.915326,2,1.350116174,35269.09449,33,5314,4
Chevrolet,Saloon,2007,Electric,Manual,Good,17310.23937,5,2.333133516,20652.41257,9,4359,3
Nissan,SUV,2004,Petrol,Manual,Good,8046.351864,3,2.463279219,31858.81952,29,4469,3
Chevrolet,Hatchback,2012,Electric,Manual,Good,18487.95086,2,2.093185959,16552.2161,11,4563,2
Chevrolet,Hatchback,2009,Hybrid,Automatic,Good,14992.2517,6,2.289263953,25023.86552,15,4577,3
Chevrolet,Saloon,2003,Electric,Automatic,Good,19669.51387,2,1.520103813,16130.31799,16,6296,3
Toyota,Truck,2014,Hybrid,Automatic,Good,22416.36408,3,1.92329698,14424.09113,6,6584,3
Ford,SUV,2005,Electric,Manual,Excellent,22721.35424,5,2.173684447,12252.61077,7,5277,3
Nissan,SUV,2002,Electric,Manual,Good,10449.06291,3,2.394231509,33925.91689,14,4437,3
Toyota,Saloon,2020,Hybrid,Manual,Good,29177.30523,6,2.624764228,13223.53187,21,5942,1
Toyota,Hatchback,2009,Electric,Automatic,Good,28949.88287,5,2.359935995,6817.174438,11,6170,1
Toyota,Saloon,2020,Hybrid,Automatic,Excellent,27318.09752,3,2.444766031,10430.0524,28,5843,1
Toyota,Saloon,2020,Hybrid,Automatic,Good,20566.77732,2,2.761123319,16932.21372,32,6214,2
Toyota,Truck,2013,Electric,Automatic,Excellent,41842.61838,6,2.886244915,7610.657325,14,4950,1
Honda,SUV,2000,Petrol,Manual,Good,6025.858827,2,2.156233213,44128.02463,24,6277,4
Nissan,SUV,2001,Petrol,Manual,Good,9068.902189,3,2.632728976,36118.3135,10,4155,4
Toyota,Saloon,2003,Hybrid,Manual,Good,26370.35783,4,1.836995395,11959.91372,26,4377,1
Nissan,SUV,2011,Petrol,Manual,Good,8407.213327,3,1.618812228,35286.77531,15,5928,3
Honda,SUV,2002,Petrol,Manual,Fair,6165.280079,3,1.943288214,41113.78785,15,6200,2
Honda,SUV,2006,Petrol,Manual,Good,5900.257016,3,2.559419275,42660.74197,12,4966,3
Nissan,SUV,2008,Petrol,Manual,Good,9013.912405,2,1.98491815,31483.58372,13,4152,3
Chevrolet,Hatchback,2009,Petrol,Manual,Fair,14650.7078,5,2.253104645,22945.36964,7,4581,2
Ford,Hatchback,2012,Hybrid,Automatic,Fair,19428.28749,2,2.318946061,18838.14175,25,5880,2
Chevrolet,Hatchback,2014,Hybrid,Automatic,Excellent,22026.90075,3,2.628190319,16471.6762,32,5346,2
Chevrolet,Hatchback,2017,Petrol,Manual,Good,18344.41786,5,2.387179601,19000.83835,9,4231,2
Chevrolet,Hatchback,2018,Hybrid,Manual,Good,23436.82478,3,2.672315412,15720.61683,33,6561,2
Toyota,Hatchback,2008,Hybrid,Automatic,Excellent,35309.05137,4,2.403089749,10567.52349,13,4850,1
Honda,SUV,2005,Petrol,Manual,Good,7429.648583,2,2.220375727,37583.11001,31,4574,3
Chevrolet,Hatchback,2012,Electric,Manual,Good,14154.47352,4,2.040494082,26635.31587,8,5853,2
Honda,SUV,2001,Petrol,Manual,Good,7611.020367,2,2.056024148,38551.41116,7,5963,3
Nissan,SUV,2013,Petrol,Manual,Good,9510.30033,3,2.027634951,34282.48638,14,6379,3
Ford,SUV,2005,Electric,Automatic,Excellent,22889.38093,3,2.747690009,13410.66963,33,5535,2
Nissan,SUV,2002,Petrol,Manual,Fair,9069.28872,3,1.711837209,35285.28155,16,5325,2
Nissan,SUV,2003,Petrol,Manual,Good,9174.140677,3,2.067016719,34687.4782,9,5681,3
Toyota,Saloon,2020,Hybrid,Automatic,Good,27997.03216,3,2.687030129,3968.469012,14,4156,1
Ford,SUV,2019,Electric,Automatic,Excellent,33199.12329,2,2.97692768,6857.534301,11,4686,1
Nissan,SUV,2002,Petrol,Manual,Fair,7240.996303,2,2.076358245,40993.47571,6,6507,3
Nissan,SUV,2008,Electric,Automatic,Good,12615.10986,2,2.004095392,29787.80331,15,4697,3
Ford,SUV,2013,Electric,Manual,Excellent,30036.37655,4,2.598281221,9095.724853,32,4803,2
Ford,SUV,2019,Hybrid,Automatic,Excellent,23289.16736,5,2.103429502,13695.82497,8,5763,3
Nissan,SUV,2002,Petrol,Manual,Good,8953.51169,2,2.152898294,33531.03374,12,4123,2
Ford,Hatchback,2007,Electric,Manual,Good,18611.68374,3,2.909154362,19326.55638,14,5969,3
Nissan,SUV,2002,Petrol,Manual,Good,8337.832052,2,1.769233259,36187.62171,13,4726,2
Nissan,SUV,2005,Petrol,Manual,Fair,8789.218956,3,2.051385634,37524.38348,33,4993,3
Toyota,Saloon,2022,Electric,Manual,Excellent,25484.1414,6,2.247456799,14028.22502,26,6171,1
Chevrolet,Hatchback,2015,Hybrid,Automatic,Fair,17911.32096,4,2.313681049,20121.95395,33,5582,3
Nissan,SUV,2002,Electric,Manual,Fair,10841.70712,3,1.731037121,30390.55002,18,4646,4
Honda,SUV,2008,Petrol,Manual,Fair,6851.360049,2,2.234886335,40238.65137,29,4425,3
Chevrolet,Hatchback,2013,Hybrid,Manual,Fair,18716.02554,2,2.602092599,15421.49583,23,4677,4
Chevrolet,Hatchback,2018,Electric,Manual,Good,17869.1264,3,1.318653751,20704.83525,24,5056,2
Chevrolet,Hatchback,2009,Electric,Automatic,Excellent,21429.39632,2,3.107540856,16431.47372,29,6262,2
Toyota,Truck,2016,Hybrid,Manual,Excellent,30197.69045,2,2.634571266,6424.767907,14,4940,1
Nissan,SUV,2008,Petrol,Manual,Good,10367.44948,2,2.31911324,33404.89277,31,6171,3
Toyota,Hatchback,2008,Electric,Automatic,Good,23971.24062,3,2.215335481,12132.23889,29,4446,2
Nissan,SUV,2009,Petrol,Manual,Fair,11358.47138,3,2.234785414,29314.05088,25,5916,3
Toyota,Truck,2012,Hybrid,Manual,Excellent,30174.35251,4,2.54759893,12184.82598,34,4664,1
Toyota,Hatchback,2006,Hybrid,Automatic,Good,24770.21474,5,2.559995927,10984.59842,11,6414,2
Honda,SUV,2002,Petrol,Manual,Fair,4282.508865,2,1.75600897,47345.92734,32,4778,4
Toyota,Truck,2014,Hybrid,Manual,Good,42475.02883,6,3.275382812,7442.465723,26,4666,1
Ford,Hatchback,2012,Electric,Automatic,Good,21230.74953,4,1.986357661,17525.6025,17,4531,4
Honda,SUV,2008,Petrol,Manual,Fair,6917.243461,3,2.314259504,42178.58075,9,6231,4
Toyota,Truck,2014,Hybrid,Manual,Excellent,27079.54537,4,2.629348794,12487.35731,14,4917,2
Chevrolet,Hatchback,2019,Petrol,Automatic,Good,12981.80591,4,2.117229811,27848.31477,15,4970,2
Ford,SUV,2013,Hybrid,Automatic,Good,25179.0678,4,2.422086228,11590.5348,8,4780,1
Ford,SUV,2005,Hybrid,Manual,Excellent,30860.44447,2,2.388882849,11559.57544,22,4368,1
Ford,SUV,2020,Electric,Manual,Good,23388.83464,2,2.114325889,14938.54848,34,5370,3
Honda,SUV,2003,Petrol,Manual,Fair,6191.616552,3,2.055566232,37164.80283,12,5602,2
Toyota,Saloon,2019,Hybrid,Manual,Good,24284.76291,4,3.053194303,10989.89865,31,6553,1
Toyota,Truck,2016,Hybrid,Manual,Good,42360.3952,6,2.323238008,3917.123176,13,4364,1
Chevrolet,Hatchback,2008,Hybrid,Manual,Good,22620.39201,4,2.519433861,13351.25073,16,5509,3
Chevrolet,Hatchback,2008,Electric,Automatic,Excellent,21166.58694,2,2.304865871,19482.03403,18,5944,3
Ford,SUV,2019,Hybrid,Manual,Good,21696.74348,5,2.93087213,14788.093,8,5042,3
Chevrolet,Hatchback,2013,Electric,Automatic,Good,17781.69036,2,1.794939584,22248.33369,24,4768,2
Honda,SUV,2005,Petrol,Manual,Fair,6192.22083,2,1.947116916,39573.28527,19,5505,3
Toyota,Saloon,2020,Electric,Manual,Excellent,28058.31483,4,2.651823828,9605.250801,27,6438,2
Ford,Hatchback,2009,Hybrid,Automatic,Good,25720.3424,3,1.924702045,13841.76031,21,4564,1
Chevrolet,Hatchback,2008,Petrol,Manual,Good,17712.43713,6,2.974045048,22087.07592,20,4650,3
Honda,SUV,2002,Petrol,Manual,Good,4955.144445,2,2.193054733,41294.71052,7,5244,2
Honda,SUV,2008,Petrol,Manual,Good,6085.344608,3,2.190627659,41016.446,11,5834,3
Chevrolet,Saloon,2003,Hybrid,Manual,Good,16912.63102,5,2.63559604,21363.22748,26,5727,3
Toyota,Saloon,2003,Electric,Manual,Good,21512.76601,5,2.054236276,16471.32882,35,5006,3
Chevrolet,Saloon,2007,Electric,Manual,Fair,20365.16341,3,2.597302534,17344.84182,12,5835,4
Ford,Hatchback,2010,Hybrid,Automatic,Excellent,24076.8594,4,2.349085084,10985.60452,14,6010,1
Chevrolet,Hatchback,2008,Hybrid,Automatic,Fair,14901.7576,4,1.760084428,21638.6788,14,5258,3
Honda,SUV,2002,Petrol,Manual,Fair,8179.979865,2,2.36111765,35685.87506,22,5707,3
Chevrolet,Hatchback,2015,Electric,Automatic,Good,19249.49226,6,1.547089221,20119.21085,28,4822,4
Toyota,Truck,2014,Hybrid,Automatic,Good,29959.7054,6,2.769235141,13043.31542,8,4117,1
Nissan,SUV,2012,Petrol,Manual,Good,11272.10294,3,2.227201536,29383.72987,9,5292,3
Chevrolet,Hatchback,2015,Petrol,Manual,Good,16691.61718,5,2.976353874,21858.79234,7,5137,2
Toyota,Truck,2016,Hybrid,Manual,Good,28718.28427,5,2.22203642,9394.980973,6,5997,1
Toyota,Truck,2015,Electric,Manual,Good,16350.79783,5,2.220625509,24167.94232,15,6147,2
Honda,SUV,2007,Petrol,Manual,Good,7162.3604,3,2.031397892,40651.22518,15,4944,2
Toyota,Hatchback,2009,Electric,Automatic,Good,25659.64666,3,2.6739995,9946.585235,8,5281,1
Toyota,Hatchback,2010,Electric,Manual,Good,28633.62738,3,2.81579456,8413.692173,15,5459,2
Toyota,Truck,2013,Hybrid,Manual,Good,25649.03434,5,2.463958169,14872.41927,14,5663,1
Toyota,Truck,2017,Hybrid,Automatic,Excellent,35088.51287,2,2.873004672,2134.276509,22,5064,1
Ford,SUV,2020,Electric,Automatic,Good,28896.68017,2,2.763704874,10705.77908,20,4795,1
Ford,Hatchback,2011,Petrol,Manual,Fair,13556.38057,2,2.447909621,26874.58781,8,4682,4
Honda,SUV,2004,Petrol,Manual,Fair,6752.7674,2,2.112087043,39503.78086,32,5801,2
Chevrolet,Hatchback,2015,Hybrid,Automatic,Good,17153.99175,4,2.190299951,23032.10666,26,4714,3
Toyota,Saloon,2019,Hybrid,Manual,Good,28961.35933,4,3.353547684,3802.035001,8,4574,1
Chevrolet,Saloon,2004,Petrol,Manual,Fair,19735.16421,3,2.149897276,19394.89265,9,5715,2
Chevrolet,Hatchback,2009,Electric,Manual,Good,15771.04468,3,2.010323141,21364.57583,9,5805,4
Honda,SUV,2007,Petrol,Manual,Fair,6084.204702,3,2.013328938,41990.90042,22,4307,2
Toyota,Hatchback,2008,Electric,Manual,Excellent,20903.03341,5,2.286812578,16904.72575,11,4324,4
Toyota,Saloon,2020,Electric,Manual,Excellent,33430.25403,4,3.53122691,2084.884807,16,5722,1
Nissan,SUV,2008,Petrol,Manual,Fair,10190.92802,3,1.79338018,33390.62308,17,4838,4
Chevrolet,Hatchback,2008,Hybrid,Automatic,Good,19297.3934,6,2.177472766,15339.78493,28,4846,3
Chevrolet,Saloon,2003,Petrol,Automatic,Good,18911.8244,5,2.358253557,17875.78069,33,5755,4
Ford,Hatchback,2009,Electric,Manual,Fair,19760.75463,5,2.82895699,20789.38936,12,4283,3
Nissan,SUV,2016,Electric,Manual,Good,10649.22725,3,1.746941463,32247.26856,18,5284,3
Ford,Hatchback,2010,Hybrid,Manual,Good,31140.63895,6,2.965405585,7801.783471,11,4129,1
Ford,Hatchback,2008,Electric,Automatic,Good,17775.60169,4,2.590157716,20699.37913,28,4104,4
Ford,SUV,2019,Hybrid,Manual,Excellent,24321.17691,4,2.598493873,14258.4384,35,5954,1
Honda,SUV,2004,Petrol,Manual,Fair,6959.610891,3,1.79786736,42139.82449,8,5260,2
Honda,SUV,2004,Petrol,Manual,Good,5451.485279,3,1.75853583,45395.90734,26,4891,4
Ford,SUV,2014,Hybrid,Manual,Good,26929.20025,6,2.464252914,10954.12013,19,4911,1
Nissan,SUV,2007,Petrol,Manual,Good,9767.481765,2,2.233147757,32048.43313,19,4751,2
Chevrolet,Hatchback,2011,Petrol,Automatic,Good,15862.2631,2,2.564631967,20097.70039,28,6388,2
Nissan,SUV,2002,Petrol,Manual,Fair,5935.643716,3,1.880564108,39397.57411,15,5989,3
Toyota,Truck,2011,Electric,Automatic,Excellent,25503.28529,5,2.143783783,15223.00567,10,4973,1
Honda,SUV,2002,Petrol,Manual,Fair,6126.680075,2,1.759653558,43153.67474,15,4174,3
Chevrolet,Hatchback,2014,Hybrid,Automatic,Excellent,21942.66176,3,2.310399099,17459.89273,31,6220,3
Chevrolet,Hatchback,2014,Hybrid,Automatic,Good,19016.50541,2,2.520980685,16162.09475,7,5874,4
Toyota,Hatchback,2008,Hybrid,Manual,Good,23350.22637,5,2.193497155,14084.56946,11,4166,2
Toyota,Saloon,2018,Hybrid,Automatic,Good,18143.28713,5,1.993032227,17594.17983,28,6205,2
Ford,SUV,2019,Hybrid,Automatic,Good,27498.18648,6,2.481850557,12483.09717,16,6156,1
Honda,SUV,2002,Petrol,Manual,Fair,6317.43657,2,2.090476297,43067.74708,23,5343,3
Honda,SUV,2007,Petrol,Manual,Good,5805.975258,2,2.127399812,42483.8169,31,6221,2
Nissan,SUV,2011,Petrol,Manual,Good,8888.260382,2,1.954375768,36682.84925,29,6007,4
Ford,SUV,2018,Hybrid,Manual,Good,28973.78027,2,2.588590423,8260.523831,26,6489,1
Ford,SUV,2005,Electric,Automatic,Good,29565.16715,4,2.188537441,8397.097421,16,4470,1
Ford,SUV,2019,Hybrid,Automatic,Excellent,21493.10172,3,2.302271467,18031.43264,29,5121,3
Ford,SUV,2018,Petrol,Manual,Fair,14806.77528,3,2.222645698,25500.33842,20,4615,3
Honda,SUV,2003,Petrol,Manual,Good,5986.579046,2,2.511198776,37101.84674,8,6532,2
Honda,SUV,2004,Petrol,Manual,Fair,6426.098127,3,2.334318667,39675.85742,7,5856,4
Ford,SUV,2006,Hybrid,Manual,Excellent,24289.73825,6,2.577578337,11445.39774,12,4203,2
Nissan,SUV,2003,Petrol,Manual,Good,7338.484438,2,1.608833674,40856.65497,10,4958,2
Chevrolet,Hatchback,2021,Hybrid,Manual,Good,22599.16105,6,2.561738547,15653.43172,26,4247,2
Chevrolet,Hatchback,2011,Petrol,Automatic,Good,12418.69846,3,1.960821609,27568.98717,18,6171,4
Nissan,SUV,2004,Petrol,Manual,Good,8576.605703,3,1.311508607,30290.28023,13,5245,4
Ford,Hatchback,2009,Electric,Manual,Good,19912.22172,3,2.658457631,17984.35179,34,5339,4
Honda,SUV,2002,Petrol,Manual,Fair,5125.212162,2,2.183902624,45158.01168,14,6413,4
Chevrolet,Hatchback,2011,Petrol,Manual,Fair,11452.1499,3,1.900096677,33412.40674,15,6331,3
Toyota,Hatchback,2010,Hybrid,Automatic,Good,26303.18744,4,2.681762959,12258.6019,13,5988,2
Toyota,Hatchback,2010,Hybrid,Automatic,Excellent,33072.65397,5,2.694059759,10393.42868,15,4796,1
Nissan,SUV,2004,Petrol,Manual,Good,9452.953071,3,1.92460417,33293.47041,7,4567,3
Ford,Hatchback,2008,Petrol,Automatic,Good,19969.48072,2,2.52701452,18108.66637,15,4777,1
Chevrolet,Hatchback,2008,Hybrid,Automatic,Good,22228.78033,4,2.784045374,17107.82261,16,4100,3
Ford,SUV,2019,Electric,Manual,Good,27357.26657,5,2.400470658,15090.66333,28,6588,1
Chevrolet,Hatchback,2012,Hybrid,Manual,Good,15466.41187,4,1.969856888,24766.71461,16,5087,2
Nissan,SUV,2005,Electric,Manual,Fair,10183.51245,2,2.487829095,35479.37015,10,4653,3
Nissan,SUV,2005,Petrol,Manual,Good,11318.53396,3,2.651540227,28283.00074,19,6363,4
Toyota,Saloon,2021,Electric,Automatic,Good,21480.55128,3,2.94139179,17245.10547,28,6140,3
Ford,SUV,2017,Hybrid,Manual,Excellent,24486.79363,5,2.7500043,15528.97534,8,5497,1
Toyota,Truck,2016,Hybrid,Automatic,Excellent,24057.59313,6,2.142357594,18109.37069,25,5679,2
Ford,Hatchback,2011,Petrol,Automatic,Good,19229.99268,3,1.913366387,16065.74987,28,4758,3
Toyota,Saloon,2005,Hybrid,Manual,Excellent,26831.181,5,2.92597553,8578.75249,7,5700,1
Honda,SUV,2007,Petrol,Manual,Fair,6632.372374,3,2.154185099,39161.12429,23,4905,4
Honda,SUV,2008,Petrol,Manual,Good,6244.005275,3,2.215998869,42830.42339,6,6498,2
Honda,SUV,2000,Petrol,Manual,Good,5383.779908,3,1.527211251,41162.68096,6,4200,3
Honda,SUV,2008,Petrol,Manual,Fair,8300.782906,2,2.239532671,35551.56632,33,4183,3
Chevrolet,Hatchback,2012,Electric,Manual,Fair,16531.19383,4,2.579338725,21760.61168,22,6251,4
Honda,SUV,2002,Petrol,Manual,Fair,6758.402283,3,1.593062476,43023.02361,11,6383,2
Nissan,SUV,2009,Petrol,Manual,Fair,10911.00795,3,2.340063732,33207.901,18,4315,4
Nissan,SUV,2007,Petrol,Manual,Fair,5963.62079,3,1.751321445,42145.05253,26,4537,2
Chevrolet,Hatchback,2013,Electric,Automatic,Excellent,20488.10179,4,2.186090574,19122.3393,31,6122,3
Honda,SUV,2002,Petrol,Manual,Good,6208.944143,2,2.087360152,40596.02931,29,6470,4
Honda,SUV,2002,Petrol,Manual,Good,5936.899615,3,2.194330735,40197.19861,26,5138,4
Honda,SUV,2004,Petrol,Manual,Fair,6077.002123,3,1.816558743,39590.00858,6,5802,2
Toyota,Saloon,2019,Hybrid,Automatic,Excellent,28914.39865,4,3.232512747,6893.147921,33,6116,1
Ford,SUV,2016,Petrol,Automatic,Good,14869.73989,4,2.517888432,27637.3053,29,5010,4
Toyota,Truck,2012,Electric,Manual,Excellent,26159.72376,2,2.656515612,12533.02006,11,4333,2
Ford,SUV,2005,Hybrid,Manual,Excellent,25724.13444,3,2.309180054,13363.23479,13,4791,1
Honda,SUV,2002,Petrol,Manual,Good,8361.064289,3,2.396481806,39948.67649,18,4195,3
Honda,SUV,2002,Petrol,Manual,Fair,4849.783273,3,1.450068859,45930.70876,7,5396,3
Toyota,Truck,2016,Electric,Automatic,Good,28216.9859,5,2.185117569,8098.279407,31,5996,1
Toyota,Saloon,2019,Hybrid,Manual,Good,23579.98768,3,2.328103142,11513.10423,13,5400,3
Ford,Hatchback,2010,Hybrid,Manual,Good,25938.00428,4,2.414319756,14331.673,27,4665,2
Nissan,SUV,2009,Petrol,Manual,Good,10999.95781,3,1.810178584,29312.62286,6,4721,3
Ford,Hatchback,2008,Hybrid,Automatic,Excellent,21059.32343,4,2.694666725,14595.61265,18,6072,3
Toyota,Hatchback,2006,Hybrid,Manual,Excellent,35775.65323,5,2.380513386,4347.890376,6,4766,1
Toyota,Saloon,2020,Hybrid,Automatic,Good,32607.85047,2,3.193075907,9187.655996,15,5177,2
Chevrolet,Hatchback,2020,Hybrid,Manual,Fair,20364.6479,6,2.528196592,18674.44314,33,5307,3
Toyota,Truck,2016,Electric,Manual,Excellent,24216.13949,5,2.476974483,15004.93285,10,6418,2
Chevrolet,Hatchback,2009,Hybrid,Automatic,Good,16336.41747,3,2.275518101,20249.79268,28,5383,3
Nissan,SUV,2005,Petrol,Manual,Fair,10359.4113,2,1.783365339,29727.17999,25,6278,2
Ford,SUV,2021,Electric,Automatic,Good,22423.4555,4,2.920970741,20702.41916,35,6057,2
Ford,Hatchback,2008,Electric,Manual,Excellent,21905.1477,4,1.677625442,14352.5493,18,5720,3
Chevrolet,Hatchback,2008,Hybrid,Automatic,Good,23745.6469,2,2.419399933,12710.67883,31,6538,2
Ford,SUV,2004,Hybrid,Automatic,Excellent,26190.18436,6,2.473346607,10993.54225,10,5474,1
Toyota,Saloon,2022,Hybrid,Manual,Excellent,30117.75643,6,2.717489934,14550.90515,15,5865,1
Honda,SUV,2008,Petrol,Manual,Good,8076.593467,2,2.164980122,37467.61603,8,4302,4
Chevrolet,Hatchback,2016,Petrol,Automatic,Good,18249.35705,2,1.781455885,22638.28043,7,5790,3
Ford,SUV,2020,Hybrid,Manual,Good,21470.0605,6,2.285190443,13866.11154,7,5670,3
Chevrolet,Hatchback,2018,Electric,Manual,Fair,14789.45851,4,2.036122956,24089.2111,15,4755,2
Chevrolet,Saloon,2006,Hybrid,Manual,Good,22063.37965,5,2.780752613,17426.38465,10,5144,3
Honda,SUV,2004,Petrol,Manual,Fair,5827.136034,2,1.9091654,41400.45778,9,4395,2
Toyota,Hatchback,2008,Petrol,Manual,Good,11228.44624,3,2.177329972,27564.35802,7,6242,4
Chevrolet,Saloon,2006,Petrol,Manual,Good,10014.87277,3,2.334579674,28656.80639,26,4282,3
Ford,Hatchback,2012,Petrol,Manual,Good,18098.03116,6,1.710123738,17887.54636,31,6126,2
Nissan,SUV,2005,Petrol,Manual,Good,9136.41849,3,1.419689462,34255.08073,14,4491,4
Chevrolet,Hatchback,2013,Petrol,Automatic,Good,17320.41662,4,2.246618617,21703.62623,29,5092,4
Chevrolet,Hatchback,2018,Electric,Manual,Fair,19578.01401,3,2.491372681,19224.21081,14,5313,3
Honda,SUV,2005,Petrol,Manual,Fair,5063.067669,3,2.073665036,42781.84408,14,4552,3
Toyota,Truck,2012,Hybrid,Automatic,Excellent,27091.96278,4,2.181195951,8000.824345,29,5027,1
Nissan,SUV,2013,Petrol,Manual,Good,11026.16154,3,2.235361564,31704.10189,30,5392,3
Ford,Hatchback,2012,Hybrid,Automatic,Good,23424.11672,6,2.251173538,13584.34154,9,6328,2
Nissan,SUV,2008,Petrol,Manual,Good,9002.888308,3,1.952683669,33064.68435,13,4557,3
Ford,Hatchback,2007,Electric,Automatic,Fair,20533.4164,5,2.785962222,15604.12707,35,5257,4
Toyota,Truck,2011,Hybrid,Manual,Excellent,31729.70211,4,2.899465364,10278.97055,23,4380,1
Ford,SUV,2018,Electric,Manual,Good,18520.17735,6,2.638765303,22736.03801,14,5279,2
Honda,SUV,2007,Petrol,Manual,Fair,7776.930319,2,1.765710213,35861.6452,13,5354,3
Honda,SUV,2007,Petrol,Manual,Good,6177.42463,3,2.562793196,37564.60404,30,6355,4
Honda,SUV,2007,Petrol,Manual,Good,5161.321833,3,1.910002908,42885.40587,32,6383,4
Honda,SUV,2007,Petrol,Manual,Good,7040.758589,3,2.241563012,41463.04886,8,6124,2
Nissan,SUV,2012,Petrol,Manual,Fair,10462.22584,2,2.594424448,32248.98852,11,5165,4
Toyota,Truck,2011,Hybrid,Automatic,Good,28078.56893,6,2.275265212,13838.01806,33,5250,1
Ford,SUV,2015,Electric,Manual,Excellent,26816.12721,4,2.265358037,10581.54254,28,6029,1
Ford,SUV,2015,Hybrid,Manual,Good,24647.88453,2,2.827779405,12659.18962,24,4287,2
Honda,SUV,2004,Petrol,Manual,Fair,6658.769918,2,2.185458762,35682.93602,10,5221,3
Honda,SUV,2006,Petrol,Manual,Good,7560.730153,3,2.19274977,37996.12035,22,5135,4
Chevrolet,Saloon,2004,Petrol,Automatic,Good,18607.58399,4,2.309315548,19573.83599,32,4293,3
Toyota,Saloon,2019,Hybrid,Automatic,Excellent,30098.30764,4,2.420704332,9427.957437,24,6355,1
Nissan,SUV,2002,Petrol,Manual,Good,6400.612063,2,1.625980109,43498.22212,33,6210,4
Ford,SUV,2022,Electric,Manual,Good,25297.10018,3,2.739258632,10582.20625,29,5041,1
Chevrolet,Hatchback,2012,Electric,Automatic,Excellent,25568.54469,2,2.17592429,13355.66546,8,6033,2
